,Date,Town,District,Province,Spare,Length,Width,Amenities,Direction,Price
1341,6/22/2022,Xã Minh Hưng,Huyện Chơn Thành,Bình Phước,230.0,45.0,5.0,1,Unknow,0.79
1342,6/22/2022,Xã Đồng Nơ,Huyện Hớn Quản,Bình Phước,1000.0,20.0,50.0,1,Unknow,0.639
1343,6/22/2022,Phường Phú Thịnh,Thị xã Bình Long,Bình Phước,900.0,14.0,60.0,1,Unknow,0.638
1344,6/22/2022,Xã Minh Thắng,Huyện Chơn Thành,Bình Phước,225.0,45.0,5.0,1,Unknow,1.14
1345,6/22/2022,Xã Vĩnh Lộc A,Huyện Bình Chánh,Hồ Chí Minh,104.0,5.0,21.0,1,Unknow,0.6
1346,6/22/2022,Xã Xuân Tây,Huyện Cẩm Mỹ,Đồng Nai,1100.0,11.0,100.0,1,Unknow,1.21
1347,6/22/2022,Phường Nghĩa Chánh,Tp. Quảng Ngãi,Quảng Ngãi,125.0,25.0,5.0,1,Bắc,1.5
1348,6/22/2022,Xã Phước Hậu,Huyện Cần Giuộc,Long An,124.0,27.4,4.0,1,Unknow,1.1
1349,6/22/2022,Phường Suối Hoa,Tp. Bắc Ninh,Bắc Ninh,77.0,16.0,4.8,1,T.Bắc,11.7
1350,6/22/2022,Thị trấn Phố Mới,Huyện Quế Võ,Bắc Ninh,60.0,4.0,0.0,1,Unknow,2.08
1351,6/22/2022,Phường Vân Dương,Tp. Bắc Ninh,Bắc Ninh,66.0,0.0,0.0,1,T.Bắc,2.15
1352,6/22/2022,Phường Võ Cường,Tp. Bắc Ninh,Bắc Ninh,64.0,0.0,0.0,1,Unknow,0.87
1353,6/22/2022,Phường Trường Thọ,Tp. Thủ Đức,Hồ Chí Minh,203.0,0.0,0.0,0,Unknow,9.0
1354,6/22/2022,Phường Tân An,Tp. Thủ Dầu Một,Bình Dương,77.0,17.0,5.0,1,Unknow,1.98
1355,6/22/2022,Thị trấn Gò Dầu,Huyện Gò Dầu,Tây Ninh,144.0,28.0,5.0,1,Unknow,0.493
1356,6/22/2022,Xã Đức Lập Thượng,Huyện Đức Hòa,Long An,120.0,6.0,20.0,1,T.Bắc,2.5
1357,6/22/2022,Phường Phú Mỹ,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,120.0,25.0,5.0,1,Đ.Nam,5.0
1358,6/22/2022,Xã Đức Lập Thượng,Huyện Đức Hòa,Long An,120.0,20.0,6.0,1,Đ.Nam,2.0
1359,6/22/2022,Phường Võ Cường,Tp. Bắc Ninh,Bắc Ninh,60.0,9.0,8.0,1,Unknow,1.4
1360,6/22/2022,Thị trấn Gò Dầu,Huyện Gò Dầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.75
1361,6/22/2022,Xã Mỹ Hạnh Nam,Huyện Đức Hòa,Long An,100.0,0.0,0.0,1,Unknow,1.8
1362,6/22/2022,Phường Ninh Giang,Thị xã Ninh Hòa,Khánh Hòa,393.0,40.0,8.0,0,Đ.Nam,2.36
1363,6/22/2022,Phường Ninh Giang,Thị xã Ninh Hòa,Khánh Hòa,400.0,24.0,16.0,0,Đông,2.3
1364,6/22/2022,Xã Phước Bình,Huyện Long Thành,Đồng Nai,110.0,22.0,5.0,1,Unknow,1.12
1365,6/22/2022,Xã Đức Lập Hạ,Huyện Đức Hòa,Long An,80.0,16.0,5.0,1,Unknow,1.2
1366,6/22/2022,Thị trấn Bến Cầu,Huyện Bến Cầu,Tây Ninh,120.0,5.0,24.0,1,Unknow,0.5
1367,6/22/2022,Thị trấn Gò Dầu,Huyện Gò Dầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.67
1368,6/22/2022,Xã Định Thành,Huyện Dầu Tiếng,Bình Dương,319.0,60.0,5.0,1,Unknow,1.4
1369,6/22/2022,Xã Định Thành,Huyện Dầu Tiếng,Bình Dương,319.0,60.0,5.0,1,Unknow,1.4
1370,6/22/2022,Xã Phước Đông,Huyện Gò Dầu,Tây Ninh,125.0,25.0,5.0,1,Unknow,0.86
1371,6/22/2022,Thị trấn Liên Nghĩa,Huyện Đức Trọng,Lâm Đồng,110.0,25.0,5.0,1,Unknow,1.35
1372,6/22/2022,Xã Tân Bình,Huyện Tân Biên,Tây Ninh,150.0,0.0,0.0,0,Unknow,0.5
1373,6/22/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,396.0,19.8,20.0,1,Unknow,1.8
1374,6/22/2022,Xã Phước Vĩnh An,Huyện Củ Chi,Hồ Chí Minh,84.0,0.0,0.0,1,Unknow,2.0
1375,6/22/2022,Phường Linh Đông,Tp. Thủ Đức,Hồ Chí Minh,116.0,29.0,4.0,1,Đ.Bắc,6.2
1376,6/22/2022,Phường Tam Bình,Tp. Thủ Đức,Hồ Chí Minh,50.0,11.0,4.5,1,Đ.Bắc,3.9
1377,6/22/2022,Xã Điện Trung,Thị xã Điện Bàn,Quảng Nam,100.0,0.0,0.0,0,Unknow,0.495
1378,6/22/2022,Xã Minh Thạnh,Huyện Dầu Tiếng,Bình Dương,317.0,35.0,10.0,1,Unknow,1.15
1379,6/21/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,1,Unknow,1.7
1380,6/21/2022,Xã Lộc Đức,Huyện Bảo Lâm,Lâm Đồng,150.0,0.0,0.0,1,Unknow,1.4
1381,6/21/2022,Phường Tân Biên,Tp. Biên Hòa,Đồng Nai,72.0,18.0,4.0,1,Unknow,2.15
1382,6/21/2022,Xã Lộc Đức,Huyện Bảo Lâm,Lâm Đồng,150.0,5.0,30.0,1,Unknow,1.4
1383,6/21/2022,Xã Bàu Trâm,Tp. Long Khánh,Đồng Nai,120.0,20.0,6.0,1,Unknow,1.9
1384,6/21/2022,Phường Vạn Sơn,Quận Đồ Sơn,Hải Phòng,93.4,0.0,0.0,1,Unknow,3.9
1385,6/21/2022,Xã Bàu Trâm,Tp. Long Khánh,Đồng Nai,100.0,20.0,5.0,1,Unknow,1.7
1386,6/21/2022,Phường Hiệp Bình Chánh,Tp. Thủ Đức,Hồ Chí Minh,67.0,16.69,4.0,0,Tây,6.1
1387,6/21/2022,Xã Tân Lạc,Huyện Bảo Lâm,Lâm Đồng,168.0,21.0,8.0,1,Unknow,0.85
1388,6/21/2022,Xã Hựu Thạnh,Huyện Đức Hòa,Long An,100.0,5.0,20.0,1,Unknow,1.0
1389,6/21/2022,Xã Tiến Xuân,Huyện Thạch Thất,Hà Nội,494.0,49.0,10.0,1,Unknow,7.56
1390,6/21/2022,Phường Linh Trung,Tp. Thủ Đức,Hồ Chí Minh,99.7,0.0,5.4,0,Đ.Bắc,6.4
1391,6/21/2022,Thị trấn Bến Cầu,Huyện Bến Cầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.45
1392,6/21/2022,Xã Long Cang,Huyện Cần Đước,Long An,120.0,26.0,4.5,1,Đ.Nam,1.2
1393,6/21/2022,Phường Điện Nam Đông,Thị xã Điện Bàn,Quảng Nam,200.0,0.0,0.0,1,Unknow,2.35
1394,6/21/2022,Phường Hiệp Bình Chánh,Tp. Thủ Đức,Hồ Chí Minh,309.0,30.9,10.0,0,T.Bắc,26.0
1395,6/21/2022,Phường Hiệp Bình Chánh,Tp. Thủ Đức,Hồ Chí Minh,200.0,20.0,10.0,0,Bắc,14.7
1396,6/21/2022,Phường Hiệp Bình Chánh,Tp. Thủ Đức,Hồ Chí Minh,73.0,18.0,4.0,1,T.Bắc,5.9
1397,6/21/2022,Phường Hiệp Bình Chánh,Tp. Thủ Đức,Hồ Chí Minh,123.0,17.0,7.5,1,Unknow,15.5
1398,6/21/2022,Xã Sông Xoài,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,200.0,38.0,5.0,1,Đ.Nam,1.45
1399,6/21/2022,Xã Long Châu,Huyện Yên Phong,Bắc Ninh,75.0,12.5,6.0,0,Unknow,1.03
1400,6/21/2022,Phường Bình Chiểu,Tp. Thủ Đức,Hồ Chí Minh,66.0,0.0,0.0,0,Unknow,3.8
1401,6/21/2022,Xã Mỹ Hạnh Nam,Huyện Đức Hòa,Long An,100.0,0.0,0.0,1,Unknow,1.7
1402,6/21/2022,Xã Long Thới,Huyện Nhà Bè,Hồ Chí Minh,12180.0,0.0,0.0,0,Unknow,17.05
1403,6/21/2022,Xã Ngũ Phúc,Huyện Kim Thành,Hải Dương,70.0,15.0,5.0,1,Đông,0.6
1404,6/21/2022,Xã Hựu Thạnh,Huyện Đức Hòa,Long An,90.0,20.0,4.0,1,Unknow,1.7
1405,6/21/2022,Xã Nhơn Đức,Huyện Nhà Bè,Hồ Chí Minh,6214.0,0.0,0.0,0,Unknow,6.84
1406,6/21/2022,Xã Xuân Đông,Huyện Cẩm Mỹ,Đồng Nai,1100.0,39.0,33.0,1,Unknow,1.7
1407,6/21/2022,Xã Mỹ Hạnh Nam,Huyện Đức Hòa,Long An,149.0,28.8,5.0,1,Unknow,1.46
1408,6/21/2022,Xã Quang Minh,Huyện Chơn Thành,Bình Phước,250.0,50.0,5.0,1,Unknow,0.6
1409,6/21/2022,Thị trấn Lim,Huyện Tiên Du,Bắc Ninh,90.0,5.0,0.0,1,Unknow,0.69
1410,6/21/2022,Xã Liên Bão,Huyện Tiên Du,Bắc Ninh,149.0,5.0,13.97,1,Unknow,4.0
1411,6/21/2022,Xã Liên Bão,Huyện Tiên Du,Bắc Ninh,90.0,5.0,0.0,1,Unknow,4.45
1412,6/21/2022,Phường Vũ Ninh,Tp. Bắc Ninh,Bắc Ninh,83.7,6.7,12.5,1,Đ.Bắc,6.0
1413,6/21/2022,Thị trấn Phố Mới,Huyện Quế Võ,Bắc Ninh,60.0,12.0,4.0,1,Unknow,2.0
1414,6/21/2022,Xã Lộc Thạnh,Huyện Lộc Ninh,Bình Phước,150.0,30.0,5.0,1,Unknow,0.38
1415,6/21/2022,Xã Châu Pha,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,130.0,26.0,5.0,1,Đ.Nam,1.4
1416,6/21/2022,Thị trấn Đức Hòa,Huyện Đức Hòa,Long An,100.0,20.0,5.0,1,Đ.Bắc,1.4
1417,6/21/2022,Xã Minh Lập,Huyện Chơn Thành,Bình Phước,1000.0,100.0,10.0,1,Unknow,0.4
1418,6/21/2022,Xã Tân Hoà,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,120.0,24.0,5.0,1,Unknow,1.62
1419,6/21/2022,Xã Tu Tra,Huyện Đơn Dương,Lâm Đồng,200.0,0.0,0.0,1,Nam,2.8
1420,6/21/2022,Xã Tân Mỹ,Huyện Đức Hòa,Long An,100.0,20.0,5.0,1,Đ.Nam,1.3
1421,6/21/2022,Xã Tân Mỹ,Huyện Đức Hòa,Long An,100.0,20.0,5.0,1,Đông,1.3
1422,6/21/2022,Phường Tân Đông Hiệp,Tp. Dĩ An,Bình Dương,300.0,30.0,10.0,1,Unknow,0.79
1423,6/21/2022,Xã Sông Xoài,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,400.0,40.0,10.0,1,Đông,2.9
1424,6/21/2022,Xã Tiến Hưng,Tp. Đồng Xoài,Bình Phước,100.0,20.0,5.0,1,Đông,0.99991
1425,6/21/2022,Xã Vĩnh Lộc A,Huyện Bình Chánh,Hồ Chí Minh,98.0,19.0,4.99,1,Unknow,0.6
1426,6/21/2022,Xã Minh Lập,Huyện Chơn Thành,Bình Phước,215.0,5.0,43.0,1,Đ.Nam,0.53
1427,6/21/2022,Phường Hóa An,Tp. Biên Hòa,Đồng Nai,83.0,23.0,4.0,1,T.Nam,3.2
1428,6/21/2022,Phường Bửu Hòa,Tp. Biên Hòa,Đồng Nai,154.0,27.0,7.0,1,T.Bắc,1.4
1429,6/21/2022,Xã Tiên Thuận,Huyện Bến Cầu,Tây Ninh,100.0,5.0,20.0,1,Unknow,0.399
1430,6/21/2022,Xã Tiên Thuận,Huyện Bến Cầu,Tây Ninh,100.0,5.0,20.0,1,Unknow,0.39
1431,6/21/2022,Phường Linh Tây,Tp. Thủ Đức,Hồ Chí Minh,109.0,21.0,5.18,0,Đ.Nam,8.2
1432,6/21/2022,Phường Suối Hoa,Tp. Bắc Ninh,Bắc Ninh,77.0,16.0,4.8,1,T.Bắc,11.17
1433,6/21/2022,Xã Phước Đông,Huyện Gò Dầu,Tây Ninh,120.0,5.0,24.0,1,Unknow,0.85
1434,6/21/2022,Xã Chà Là,Huyện Dương Minh Châu,Tây Ninh,148.0,30.0,4.99,0,Unknow,0.64
1435,6/21/2022,Phường Linh Xuân,Tp. Thủ Đức,Hồ Chí Minh,79.0,0.0,4.0,0,T.Nam,4.35
1436,6/21/2022,Phường Linh Chiểu,Tp. Thủ Đức,Hồ Chí Minh,62.0,15.5,4.0,1,Đ.Nam,5.9
1437,6/21/2022,Phường Linh Xuân,Tp. Thủ Đức,Hồ Chí Minh,61.0,15.0,4.0,0,Unknow,2.85
1438,6/21/2022,Phường Linh Xuân,Tp. Thủ Đức,Hồ Chí Minh,61.0,15.0,4.0,1,Unknow,4.1
1439,6/21/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,900.0,0.0,0.0,0,Unknow,1.2
1440,6/21/2022,Phường Trường Thọ,Tp. Thủ Đức,Hồ Chí Minh,120.0,20.15,6.0,1,T.Bắc,10.0
1441,6/21/2022,Xã Hồng Thái,Huyện Bắc Bình,Bình Thuận,6773.0,100.0,67.73,1,Unknow,0.8787999999999999
1442,6/21/2022,Phường Phước Hoà,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,150.0,28.0,5.0,1,Đ.Nam,4.65
1443,6/21/2022,Xã Lộc Hưng,Huyện Lộc Ninh,Bình Phước,100.0,20.0,5.0,1,T.Nam,0.499
1444,6/20/2022,Xã Lộc Đức,Huyện Bảo Lâm,Lâm Đồng,150.0,0.0,0.0,1,Unknow,1.4
1445,6/20/2022,Xã Sào Báy,Huyện Kim Bôi,Hoà Bình,4530.0,0.0,0.0,1,Đông,7.7
1446,6/20/2022,Xã Minh Thạnh,Huyện Dầu Tiếng,Bình Dương,317.0,35.0,10.0,1,Unknow,1.15
1447,6/20/2022,Xã Định Thành,Huyện Dầu Tiếng,Bình Dương,319.0,60.0,5.0,0,Unknow,1.4
1448,6/20/2022,Xã Tân Xã,Huyện Thạch Thất,Hà Nội,136.0,27.0,5.0,1,Unknow,2.86
1449,6/20/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,105.1,21.0,5.0,1,Unknow,1.54
1450,6/20/2022,Xã Bình Tú,Huyện Thăng Bình,Quảng Nam,120.0,20.0,6.0,1,Unknow,1.68
1451,6/20/2022,Xã Vĩnh Tân,Thị xã Tân Uyên,Bình Dương,160.0,0.0,0.0,1,Unknow,1.12
1452,6/20/2022,Xã Ngũ Phúc,Huyện Kim Thành,Hải Dương,70.0,15.0,4.5,1,Đông,0.6
1453,6/20/2022,Xã Tân Phú Trung,Huyện Củ Chi,Hồ Chí Minh,130.0,13.0,10.0,1,Unknow,3.1
1454,6/20/2022,Xã Tiến Xuân,Huyện Thạch Thất,Hà Nội,370.0,37.0,10.0,1,Unknow,5.92
1455,6/20/2022,Phường Phú Mỹ,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,185.0,0.0,0.0,0,Unknow,5.45
1456,6/20/2022,Thị trấn Bến Cầu,Huyện Bến Cầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.58
1457,6/20/2022,Xã Mỹ Lệ,Huyện Cần Đước,Long An,95.0,19.0,5.0,1,Đ.Nam,1.5
1458,6/20/2022,Xã Hợp Thanh,Huyện Mỹ Đức,Hà Nội,346.0,15.0,23.0,1,Unknow,2.95
1459,6/20/2022,Xã Quang Minh,Huyện Chơn Thành,Bình Phước,220.0,44.0,5.0,1,Unknow,0.65
1460,6/20/2022,Xã Phước Vĩnh An,Huyện Củ Chi,Hồ Chí Minh,84.0,0.0,0.0,1,Unknow,2.0
1461,6/20/2022,Xã Lộc Đức,Huyện Bảo Lâm,Lâm Đồng,150.0,30.0,5.0,1,Unknow,1.4
1462,6/20/2022,Xã Trung Lập Hạ,Huyện Củ Chi,Hồ Chí Minh,124.0,0.0,0.0,0,Unknow,0.5
1463,6/20/2022,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,100.0,20.0,5.0,1,Đ.Nam,4.2
1464,6/20/2022,Xã Điện Tiến,Thị xã Điện Bàn,Quảng Nam,117.0,5.0,24.0,1,Đ.Bắc,0.63
1465,6/20/2022,Xã Tân Lạc,Huyện Bảo Lâm,Lâm Đồng,170.0,21.0,8.0,1,Unknow,0.84
1466,6/20/2022,Thị trấn Củ Chi,Huyện Củ Chi,Hồ Chí Minh,99.0,0.0,0.0,1,Unknow,1.0
1467,6/20/2022,Xã Điện Tiến,Thị xã Điện Bàn,Quảng Nam,112.0,23.0,6.0,1,Đ.Bắc,0.7
1468,6/20/2022,Thị trấn Lai Uyên,Huyện Bàu Bàng,Bình Dương,100.0,20.0,5.0,1,Unknow,1.45
1469,6/20/2022,Xã Cổ Đông,Thị xã Sơn Tây,Hà Nội,60.0,12.0,5.0,1,Unknow,0.9
1470,6/20/2022,Xã Minh Thắng,Huyện Chơn Thành,Bình Phước,1000.0,15.0,70.0,1,Unknow,1.0
1471,6/20/2022,Xã Xuân Tây,Huyện Cẩm Mỹ,Đồng Nai,1100.0,11.0,100.0,1,Unknow,1.21
1472,6/20/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,5.0,30.0,1,Unknow,1.95
1473,6/20/2022,Xã Vạn Phú,Huyện Vạn Ninh,Khánh Hòa,124.5,23.75,5.06,1,T.Nam,1.44
1474,6/20/2022,Xã Tân Thông Hội,Huyện Củ Chi,Hồ Chí Minh,160.0,24.0,5.0,1,Unknow,0.79
1475,6/20/2022,Xã Liên Hiệp,Huyện Đức Trọng,Lâm Đồng,150.0,30.0,5.0,0,Đông,1.46
1476,6/20/2022,Xã Đức Lập Thượng,Huyện Đức Hòa,Long An,120.0,6.0,20.0,1,Đ.Bắc,0.61
1477,6/20/2022,Xã Phú Mãn,Huyện Quốc Oai,Hà Nội,130.0,0.0,0.0,1,Unknow,3.25
1478,6/20/2022,Xã Chà Là,Huyện Dương Minh Châu,Tây Ninh,148.0,30.0,5.0,0,Unknow,0.85
1479,6/20/2022,Thị trấn Phố Mới,Huyện Quế Võ,Bắc Ninh,60.0,0.0,4.0,1,Đ.Bắc,2.08
1480,6/20/2022,Xã Tân Bình,Tp. Tây Ninh,Tây Ninh,150.0,20.0,5.0,1,Unknow,0.68
1481,6/20/2022,Xã Tân Hoà,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,125.0,25.0,5.0,1,Unknow,1.69
1482,6/20/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,5.0,30.0,1,Đông,5.55
1483,6/20/2022,Xã Tân An Hội,Huyện Củ Chi,Hồ Chí Minh,339.0,33.0,11.0,1,Unknow,2.4
1484,6/20/2022,Xã Ngọc Định,Huyện Định Quán,Đồng Nai,1000.0,40.0,25.0,1,Unknow,0.779
1485,6/20/2022,Xã Bình Chánh,Huyện Bình Chánh,Hồ Chí Minh,100.0,5.0,20.0,1,Unknow,0.8
1486,6/20/2022,xã Đạ Ròn,Huyện Đơn Dương,Lâm Đồng,120.0,24.0,5.0,1,Nam,0.83
1487,6/20/2022,Phường Bửu Long,Tp. Biên Hòa,Đồng Nai,135.0,0.0,6.0,0,Unknow,6.2
1488,6/20/2022,Xã Phước Thạnh,Huyện Gò Dầu,Tây Ninh,150.0,5.0,30.0,1,Unknow,0.79
1489,6/20/2022,Xã Hồng Thái,Huyện Bắc Bình,Bình Thuận,3584.0,0.0,0.0,1,Unknow,0.896
1490,6/20/2022,Xã Định Thành,Huyện Dầu Tiếng,Bình Dương,319.0,60.0,5.0,1,Unknow,1.4
1491,6/20/2022,Thị trấn Phồn Xương,Huyện Yên Thế,Bắc Giang,111.0,0.0,0.0,0,Unknow,1.7
1492,6/20/2022,Xã Long Tân,Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,720.0,71.0,10.5,1,Đông,3.85
1493,6/20/2022,Xã Lộc Thành,Huyện Lộc Ninh,Bình Phước,250.0,50.0,5.0,1,Unknow,0.66
1494,6/20/2022,Xã Thạnh Bình,Huyện Tân Biên,Tây Ninh,150.0,0.0,0.0,0,Unknow,0.449
1495,6/20/2022,Xã Tiến Xuân,Huyện Thạch Thất,Hà Nội,234.0,30.0,8.0,1,Unknow,4.21
1496,6/20/2022,Xã Ngũ Phúc,Huyện Kim Thành,Hải Dương,85.0,13.0,7.0,1,Unknow,0.6
1497,6/20/2022,Xã Thạnh Bình,Huyện Tân Biên,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.45
1498,6/20/2022,Xã Tân Lạc,Huyện Bảo Lâm,Lâm Đồng,1100.0,0.0,0.0,1,Unknow,2.3
1499,6/20/2022,Xã Đức Lập Thượng,Huyện Đức Hòa,Long An,90.0,18.0,5.0,1,Đông,1.4
1500,6/20/2022,Xã Tân Lợi,Huyện Đồng Phú,Bình Phước,1000.0,67.0,15.0,1,T.Nam,1.4
1501,6/20/2022,Xã Bình Thuận,Thị Xã Buôn Hồ,Đắk Lắk,375.0,75.0,5.0,0,Unknow,0.73
1502,6/20/2022,Phường Thành Nhất,Tp. Buôn Ma Thuột,Đắk Lắk,250.0,5.0,50.0,1,Unknow,1.15
1503,6/20/2022,Xã Phước An,Huyện Hớn Quản,Bình Phước,200.0,40.0,5.0,1,Unknow,0.4
1504,6/19/2022,Thị trấn Gò Dầu,Huyện Gò Dầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.75
1505,6/19/2022,Xã Liên Bão,Huyện Tiên Du,Bắc Ninh,100.0,0.0,5.0,1,Unknow,2.5
1506,6/19/2022,Xã Xuân Tây,Huyện Cẩm Mỹ,Đồng Nai,1100.0,15.0,75.0,1,Unknow,1.21
1507,6/19/2022,Phường Khắc Niệm,Tp. Bắc Ninh,Bắc Ninh,107.0,0.0,5.01,1,Unknow,2.5
1508,6/19/2022,Xã Lộc Thạnh,Huyện Lộc Ninh,Bình Phước,1006.0,77.0,13.0,1,Unknow,0.419
1509,6/19/2022,Xã Thuận Minh,Huyện Hàm Thuận Bắc,Bình Thuận,6220.0,0.0,0.0,0,Unknow,0.32
1510,6/19/2022,Xã Nhân Trạch,Huyện Bố Trạch,Quảng Bình,152.0,0.0,0.0,0,Unknow,3.8
1511,6/19/2022,Xã Phước Kiển,Huyện Nhà Bè,Hồ Chí Minh,100.0,0.0,0.0,0,Unknow,6.5
1512,6/19/2022,Phường Thọ Quang,Quận Sơn Trà,Đà Nẵng,240.0,0.0,0.0,0,Unknow,15.2
1513,6/19/2022,Xã Phạm Văn Cội,Huyện Củ Chi,Hồ Chí Minh,1632.0,0.0,19.36,1,T.Bắc,9.15
1514,6/19/2022,Xã Phú Mỹ Hưng,Huyện Củ Chi,Hồ Chí Minh,1931.0,43.0,44.0,1,T.Bắc,12.85
1515,6/19/2022,Xã An Thới Đông,Huyện Cần Giờ,Hồ Chí Minh,241.0,0.0,0.0,1,Unknow,6.0
1516,6/18/2022,Xã Mỹ Lệ,Huyện Cần Đước,Long An,95.0,21.3,4.5,1,Unknow,0.48
1517,6/18/2022,Phường Điện Ngọc,Thị xã Điện Bàn,Quảng Nam,100.0,20.0,5.0,0,Unknow,1.0
1518,6/18/2022,Xã Nhơn Nghĩa,Huyện Phong Điền,Cần Thơ,87.0,0.0,0.0,0,Unknow,0.75
1519,6/18/2022,Xã Ngũ Phúc,Huyện Kim Thành,Hải Dương,60.0,15.0,4.0,1,Đông,0.6
1520,6/18/2022,Xã Tu Tra,Huyện Đơn Dương,Lâm Đồng,200.0,0.0,0.0,1,Bắc,2.8
1521,6/18/2022,Xã Bình Chánh,Huyện Bình Chánh,Hồ Chí Minh,99.0,0.0,0.0,1,Unknow,0.6
1522,6/18/2022,Xã Tiến Xuân,Huyện Thạch Thất,Hà Nội,494.0,48.0,10.0,1,Unknow,7.4
1523,6/18/2022,Xã Hựu Thạnh,Huyện Đức Hòa,Long An,90.0,18.0,5.0,1,T.Bắc,2.7
1524,6/18/2022,Xã Sông Lũy,Huyện Bắc Bình,Bình Thuận,10284.0,111.0,109.0,1,Unknow,1.23
1525,6/18/2022,Xã Lộc An,Huyện Long Thành,Đồng Nai,170.0,34.0,5.0,1,T.Nam,2.7
1526,6/18/2022,Xã Châu Pha,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,130.0,26.0,5.0,1,Đ.Nam,1.3
1527,6/18/2022,Xã Quang Minh,Huyện Chơn Thành,Bình Phước,250.0,50.0,5.0,1,Unknow,0.6
1528,6/18/2022,Xã An Nhơn Tây,Huyện Củ Chi,Hồ Chí Minh,1195.0,42.0,25.0,1,Unknow,0.8
1529,6/18/2022,Xã Đức Hòa Đông,Huyện Đức Hòa,Long An,80.0,16.0,5.0,1,Unknow,0.85
1530,6/18/2022,Xã Tiến Xuân,Huyện Thạch Thất,Hà Nội,390.0,48.0,8.0,1,Unknow,5.38
1531,6/18/2022,Xã Phan Thanh,Huyện Bắc Bình,Bình Thuận,5000.0,0.0,0.0,1,Unknow,0.85
1532,6/18/2022,Xã Đức Lập Thượng,Huyện Đức Hòa,Long An,80.0,5.0,16.0,1,Unknow,0.89
1533,6/18/2022,Xã Thành Tâm,Huyện Chơn Thành,Bình Phước,636.0,65.0,9.0,1,T.Bắc,12.5
1534,6/18/2022,Phường Phú Mỹ,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,2000.0,47.0,37.0,1,T.Nam,6.4
1535,6/18/2022,Thị trấn Tân Phú,Huyện Đồng Phú,Bình Phước,218.0,43.0,5.0,1,Unknow,0.75
1536,6/18/2022,Phường Đô Vinh,Tp. Phan Rang-Tháp Chàm,Ninh Thuận,108.0,0.0,0.0,0,Unknow,1.62
1537,6/18/2022,Xã Lộc Châu,Tp. Bảo Lộc,Lâm Đồng,1000.0,0.0,0.0,1,Đông,2.5
1538,6/18/2022,Thị trấn Hậu Nghĩa,Huyện Đức Hòa,Long An,100.0,20.0,5.0,1,Đ.Nam,0.75
1539,6/18/2022,Xã Sông Xoài,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,220.0,26.0,9.0,1,Đông,3.2
1540,6/18/2022,Xã Tiến Xuân,Huyện Thạch Thất,Hà Nội,828.0,25.0,40.0,1,Unknow,3.48
1541,6/18/2022,Phường 2,Tp. Tây Ninh,Tây Ninh,150.0,5.0,30.0,1,Unknow,0.79
1542,6/18/2022,Xã Tiên Thuận,Huyện Bến Cầu,Tây Ninh,200.0,5.0,40.0,1,Unknow,1.35
1543,6/18/2022,Xã Long Khánh,Huyện Bến Cầu,Tây Ninh,100.0,5.0,20.0,1,Unknow,0.56
1544,6/18/2022,Phường 1,Tp. Tây Ninh,Tây Ninh,100.0,5.0,20.0,1,Unknow,0.55
1545,6/18/2022,Phường Vũ Ninh,Tp. Bắc Ninh,Bắc Ninh,84.0,6.73,0.0,1,Unknow,3.4
1546,6/18/2022,Xã Liên Bão,Huyện Tiên Du,Bắc Ninh,80.0,12.0,6.99,1,Unknow,1.55
1547,6/18/2022,Xã Hòa Thắng,Huyện Bắc Bình,Bình Thuận,1320.0,0.0,0.0,1,Unknow,3.3
1548,6/18/2022,Phường Phúc Diễn,Quận Bắc Từ Liêm,Hà Nội,38.5,4.0,9.92,1,Bắc,2.5
1549,6/18/2022,Xã Phan Hiệp,Huyện Bắc Bình,Bình Thuận,1000.0,0.0,0.0,1,Bắc,0.3
1550,6/18/2022,Xã Đức Tân,Huyện Mộ Đức,Quảng Ngãi,100.0,20.0,5.0,1,Tây,0.83
